Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;20;File;Chebyshev;IfAtMostOneObstacle;Yes;472;3934;62,8700576850888;
A* (A Star);21;File;Manhattan;IfAtMostOneObstacle;Yes;1;186;46,8700576850888;
A* (A Star);21;File;Euclidean;IfAtMostOneObstacle;Yes;8;383;45,4558441227157;
A* (A Star);21;File;Octile;IfAtMostOneObstacle;Yes;5;383;45,4558441227157;
A* (A Star);21;File;Chebyshev;IfAtMostOneObstacle;Yes;8;488;45,4558441227157;
Best First Search;21;File;Manhattan;IfAtMostOneObstacle;Yes;0;488;52,5269119345812;
Best First Search;21;File;Euclidean;IfAtMostOneObstacle;Yes;0;488;52,5269119345812;
Best First Search;21;File;Octile;IfAtMostOneObstacle;Yes;1;488;52,5269119345812;
Best First Search;21;File;Chebyshev;IfAtMostOneObstacle;Yes;1;488;61,7989898732233;
Dijkstra;21;File;Manhattan;IfAtMostOneObstacle;Yes;221;2695;45,4558441227157;
Dijkstra;21;File;Euclidean;IfAtMostOneObstacle;Yes;218;2695;45,4558441227157;
Dijkstra;21;File;Octile;IfAtMostOneObstacle;Yes;225;2695;45,4558441227157;
Dijkstra;21;File;Chebyshev;IfAtMostOneObstacle;Yes;227;2695;45,4558441227157;
A* (A Star);22;File;Manhattan;IfAtMostOneObstacle;Yes;1;210;67,0121933088197;
A* (A Star);22;File;Euclidean;IfAtMostOneObstacle;Yes;9;476;66,4264068711928;
A* (A Star);22;File;Octile;IfAtMostOneObstacle;Yes;2;476;66,4264068711928;
A* (A Star);22;File;Chebyshev;IfAtMostOneObstacle;Yes;30;944;66,4264068711928;
Best First Search;22;File;Manhattan;IfAtMostOneObstacle;Yes;1;944;89,0538238691623;
Best First Search;22;File;Euclidean;IfAtMostOneObstacle;Yes;1;944;91,5391052434009;
Best First Search;22;File;Octile;IfAtMostOneObstacle;Yes;1;944;91,5391052434009;
Best First Search;22;File;Chebyshev;IfAtMostOneObstacle;Yes;2;944;74,2842712474619;
Dijkstra;22;File;Manhattan;IfAtMostOneObstacle;Yes;916;5666;66,4264068711928;
Dijkstra;22;File;Euclidean;IfAtMostOneObstacle;Yes;944;5666;66,4264068711928;
Dijkstra;22;File;Octile;IfAtMostOneObstacle;Yes;956;5666;66,4264068711928;
Dijkstra;22;File;Chebyshev;IfAtMostOneObstacle;Yes;951;5666;66,4264068711928;
A* (A Star);23;File;Manhattan;IfAtMostOneObstacle;Yes;23;775;94,0832611206852;
A* (A Star);23;File;Euclidean;IfAtMostOneObstacle;Yes;98;1717;93,254833995939;
A* (A Star);23;File;Octile;IfAtMostOneObstacle;Yes;54;1717;93,254833995939;
A* (A Star);23;File;Chebyshev;IfAtMostOneObstacle;Yes;179;2334;93,254833995939;
Best First Search;23;File;Manhattan;IfAtMostOneObstacle;Yes;2;2334;99,8822509939085;
Best First Search;23;File;Euclidean;IfAtMostOneObstacle;Yes;2;2334;107,195959492893;
Best First Search;23;File;Octile;IfAtMostOneObstacle;Yes;6;2334;102,710678118655;
Best First Search;23;File;Chebyshev;IfAtMostOneObstacle;Yes;7;2334;122,225396744416;
Dijkstra;23;File;Manhattan;IfAtMostOneObstacle;Yes;836;5423;93,254833995939;
Dijkstra;23;File;Euclidean;IfAtMostOneObstacle;Yes;844;5423;93,254833995939;
Dijkstra;23;File;Octile;IfAtMostOneObstacle;Yes;819;5423;93,254833995939;
Dijkstra;23;File;Chebyshev;IfAtMostOneObstacle;Yes;855;5423;93,254833995939;
A* (A Star);24;File;Manhattan;IfAtMostOneObstacle;Yes;19;715;83,9827560572968;
A* (A Star);24;File;Euclidean;IfAtMostOneObstacle;Yes;35;1050;83,9827560572968;
A* (A Star);24;File;Octile;IfAtMostOneObstacle;Yes;23;1050;83,9827560572968;
A* (A Star);24;File;Chebyshev;IfAtMostOneObstacle;Yes;65;1454;83,9827560572968;
