alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
Best First Search;13;Chebyshev;OnlyWhenNoObstacles;Yes (6ms );6;252;96,8284271247462;
IDA* (IDA Star);13;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;0;96,8284271247462;
IDA* (IDA Star);13;Euclidean;OnlyWhenNoObstacles;No;5001;0;-1;
IDA* (IDA Star);13;Octile;OnlyWhenNoObstacles;No;5001;0;-1;
IDA* (IDA Star);13;Chebyshev;OnlyWhenNoObstacles;No;5001;0;-1;
Dijkstra;13;Manhattan;OnlyWhenNoObstacles;Yes (4799ms );4799;5329;96,8284271247462;
Dijkstra;13;Euclidean;OnlyWhenNoObstacles;Yes (4794ms );4794;5329;96,8284271247462;
Dijkstra;13;Octile;OnlyWhenNoObstacles;Yes (4840ms );4840;5329;96,8284271247462;
Dijkstra;13;Chebyshev;OnlyWhenNoObstacles;Yes (4717ms );4717;5329;96,8284271247462;
A* (A Star);14;Manhattan;OnlyWhenNoObstacles;Yes (2306ms );2306;4231;161,355339059327;
A* (A Star);14;Euclidean;OnlyWhenNoObstacles;Yes (3745ms );3745;5343;161,355339059327;
A* (A Star);14;Octile;OnlyWhenNoObstacles;Yes (3533ms );3533;5124;161,355339059327;
A* (A Star);14;Chebyshev;OnlyWhenNoObstacles;Yes (3982ms );3982;5443;161,355339059327;
Best First Search;14;Manhattan;OnlyWhenNoObstacles;Yes (15ms );15;390;161,355339059327;
Best First Search;14;Euclidean;OnlyWhenNoObstacles;Yes (12ms );12;346;161,355339059327;
Best First Search;14;Octile;OnlyWhenNoObstacles;Yes (13ms );13;367;165,597979746447;
Best First Search;14;Chebyshev;OnlyWhenNoObstacles;Yes (13ms );13;367;165,597979746447;
IDA* (IDA Star);14;Manhattan;OnlyWhenNoObstacles;No;5001;0;-1;
IDA* (IDA Star);14;Euclidean;OnlyWhenNoObstacles;No;5001;0;-1;
IDA* (IDA Star);14;Octile;OnlyWhenNoObstacles;No;5001;0;-1;
IDA* (IDA Star);14;Chebyshev;OnlyWhenNoObstacles;No;5001;0;-1;
Dijkstra;14;Manhattan;OnlyWhenNoObstacles;Yes (6539ms );6539;6829;161,355339059327;
Dijkstra;14;Euclidean;OnlyWhenNoObstacles;Yes (6418ms );6418;6829;161,355339059327;
Dijkstra;14;Octile;OnlyWhenNoObstacles;Yes (6263ms );6263;6829;161,355339059327;
Dijkstra;14;Chebyshev;OnlyWhenNoObstacles;Yes (6359ms );6359;6829;161,355339059327;
A* (A Star);15;Manhattan;OnlyWhenNoObstacles;Yes (12ms );12;333;94,142135623731;
A* (A Star);15;Euclidean;OnlyWhenNoObstacles;Yes (441ms );441;1870;93,556349186104;
A* (A Star);15;Octile;OnlyWhenNoObstacles;Yes (330ms );330;1622;93,556349186104;
