alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
Dijkstra;16;Chebyshev;OnlyWhenNoObstacles;Yes (1512ms );1512;3244;54,142135623731;
A* (A Star);17;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;61;28,0710678118655;
A* (A Star);17;Euclidean;OnlyWhenNoObstacles;Yes (2ms );2;127;28,0710678118655;
A* (A Star);17;Octile;OnlyWhenNoObstacles;Yes (1ms );1;114;28,0710678118655;
A* (A Star);17;Chebyshev;OnlyWhenNoObstacles;Yes (4ms );4;193;28,0710678118655;
Best First Search;17;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;59;28,0710678118655;
Best First Search;17;Euclidean;OnlyWhenNoObstacles;Yes (0ms );0;59;28,0710678118655;
Best First Search;17;Octile;OnlyWhenNoObstacles;Yes (0ms );0;59;28,0710678118655;
Best First Search;17;Chebyshev;OnlyWhenNoObstacles;Yes (0ms );0;79;37,2426406871193;
Dijkstra;17;Manhattan;OnlyWhenNoObstacles;Yes (147ms );147;1052;28,0710678118655;
Dijkstra;17;Euclidean;OnlyWhenNoObstacles;Yes (146ms );146;1052;28,0710678118655;
Dijkstra;17;Octile;OnlyWhenNoObstacles;Yes (144ms );144;1052;28,0710678118655;
Dijkstra;17;Chebyshev;OnlyWhenNoObstacles;Yes (148ms );148;1052;28,0710678118655;
A* (A Star);18;Manhattan;OnlyWhenNoObstacles;Yes (21ms );21;403;52,6568542494924;
A* (A Star);18;Euclidean;OnlyWhenNoObstacles;Yes (41ms );41;560;52,6568542494924;
A* (A Star);18;Octile;OnlyWhenNoObstacles;Yes (34ms );34;515;52,6568542494924;
A* (A Star);18;Chebyshev;OnlyWhenNoObstacles;Yes (54ms );54;633;52,6568542494924;
Best First Search;18;Manhattan;OnlyWhenNoObstacles;Yes (2ms );2;154;63,7279220613578;
Best First Search;18;Euclidean;OnlyWhenNoObstacles;Yes (2ms );2;141;66,556349186104;
Best First Search;18;Octile;OnlyWhenNoObstacles;Yes (1ms );1;122;56,556349186104;
Best First Search;18;Chebyshev;OnlyWhenNoObstacles;Yes (2ms );2;146;55,142135623731;
Dijkstra;18;Manhattan;OnlyWhenNoObstacles;Yes (647ms );647;2161;52,6568542494924;
Dijkstra;18;Euclidean;OnlyWhenNoObstacles;Yes (642ms );642;2161;52,6568542494924;
Dijkstra;18;Octile;OnlyWhenNoObstacles;Yes (643ms );643;2161;52,6568542494924;
Dijkstra;18;Chebyshev;OnlyWhenNoObstacles;Yes (649ms );649;2161;52,6568542494924;
A* (A Star);19;Manhattan;OnlyWhenNoObstacles;Yes (107ms );107;863;74,2132034355964;
A* (A Star);19;Euclidean;OnlyWhenNoObstacles;Yes (146ms );146;1032;70,4558441227157;
A* (A Star);19;Octile;OnlyWhenNoObstacles;Yes (128ms );128;984;70,4558441227157;
A* (A Star);19;Chebyshev;OnlyWhenNoObstacles;Yes (175ms );175;1132;70,4558441227157;
