Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;14;Random;Euclidean;IfAtMostOneObstacle;Yes;193;2440;39,698484809835;
Dijkstra;14;Random;Octile;IfAtMostOneObstacle;Yes;193;2440;39,698484809835;
Dijkstra;14;Random;Chebyshev;IfAtMostOneObstacle;Yes;190;2440;39,698484809835;
A* (A Star);15;Random;Manhattan;IfAtMostOneObstacle;Yes;1;193;61,698484809835;
A* (A Star);15;Random;Euclidean;IfAtMostOneObstacle;Yes;18;627;59,5979797464466;
A* (A Star);15;Random;Octile;IfAtMostOneObstacle;Yes;9;512;59,5979797464466;
A* (A Star);15;Random;Chebyshev;IfAtMostOneObstacle;Yes;26;886;59,5979797464466;
Best First Search;15;Random;Manhattan;IfAtMostOneObstacle;Yes;1;173;70,0832611206852;
Best First Search;15;Random;Euclidean;IfAtMostOneObstacle;Yes;0;168;69,7401153701776;
Best First Search;15;Random;Octile;IfAtMostOneObstacle;Yes;0;170;69,9827560572969;
Best First Search;15;Random;Chebyshev;IfAtMostOneObstacle;Yes;1;176;65,3553390593273;
IDA* (IDA Star);15;Random;Manhattan;IfAtMostOneObstacle;Yes;0;0;68,0832611206852;
IDA* (IDA Star);15;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);15;Random;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);15;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;15;Random;Manhattan;IfAtMostOneObstacle;Yes;753;4852;59,5979797464466;
Dijkstra;15;Random;Euclidean;IfAtMostOneObstacle;Yes;752;4852;59,5979797464466;
Dijkstra;15;Random;Octile;IfAtMostOneObstacle;Yes;775;4852;59,5979797464466;
Dijkstra;15;Random;Chebyshev;IfAtMostOneObstacle;Yes;750;4852;59,5979797464466;
A* (A Star);16;Random;Manhattan;IfAtMostOneObstacle;Yes;7;385;110,39696961967;
A* (A Star);16;Random;Euclidean;IfAtMostOneObstacle;Yes;124;1895;104,639610306789;
A* (A Star);16;Random;Octile;IfAtMostOneObstacle;Yes;75;1402;104,639610306789;
A* (A Star);16;Random;Chebyshev;IfAtMostOneObstacle;Yes;238;2768;104,639610306789;
Best First Search;16;Random;Manhattan;IfAtMostOneObstacle;Yes;2;284;118,681240867132;
Best First Search;16;Random;Euclidean;IfAtMostOneObstacle;Yes;2;276;118,823376490863;
Best First Search;16;Random;Octile;IfAtMostOneObstacle;Yes;2;279;118,823376490863;
Best First Search;16;Random;Chebyshev;IfAtMostOneObstacle;Yes;5;381;112,497474683058;
IDA* (IDA Star);16;Random;Manhattan;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);16;Random;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);16;Random;Octile;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);16;Random;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
