Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
IDA* (IDA Star);16;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);16;Random;Octile;Always;No;5001;0;-1;
IDA* (IDA Star);16;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;16;Random;Manhattan;Always;Yes;701;4660;66,8406204335659;
Dijkstra;16;Random;Euclidean;Always;Yes;692;4660;66,8406204335659;
Dijkstra;16;Random;Octile;Always;Yes;696;4660;66,8406204335659;
Dijkstra;16;Random;Chebyshev;Always;Yes;691;4660;66,8406204335659;
A* (A Star);17;Random;Manhattan;Always;Yes;2;237;80,3969696196699;
A* (A Star);17;Random;Euclidean;Always;Yes;31;842;75,3259018078045;
A* (A Star);17;Random;Octile;Always;Yes;3;312;75,3259018078045;
A* (A Star);17;Random;Chebyshev;Always;Yes;75;1501;75,3259018078045;
Best First Search;17;Random;Manhattan;Always;Yes;1;200;80,6396103067892;
Best First Search;17;Random;Euclidean;Always;Yes;1;200;80,8822509939085;
Best First Search;17;Random;Octile;Always;Yes;1;203;79,4680374315354;
Best First Search;17;Random;Chebyshev;Always;Yes;1;197;79,9116882454314;
IDA* (IDA Star);17;Random;Manhattan;Always;Yes;0;0;80,3259018078045;
IDA* (IDA Star);17;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);17;Random;Octile;Always;Yes;10;0;79,9116882454314;
IDA* (IDA Star);17;Random;Chebyshev;Always;No;5001;0;-1;
Dijkstra;17;Random;Manhattan;Always;Yes;1494;6809;75,3259018078045;
Dijkstra;17;Random;Euclidean;Always;Yes;1510;6809;75,3259018078045;
Dijkstra;17;Random;Octile;Always;Yes;1524;6809;75,3259018078045;
Dijkstra;17;Random;Chebyshev;Always;Yes;1510;6809;75,3259018078045;
A* (A Star);18;Random;Manhattan;Always;Yes;1;184;70,7401153701776;
A* (A Star);18;Random;Euclidean;Always;Yes;20;682;69,3259018078045;
A* (A Star);18;Random;Octile;Always;Yes;10;497;69,3259018078045;
A* (A Star);18;Random;Chebyshev;Always;Yes;49;1202;69,3259018078045;
Best First Search;18;Random;Manhattan;Always;Yes;1;179;72,3969696196699;
Best First Search;18;Random;Euclidean;Always;Yes;1;183;75,2253967444161;
Best First Search;18;Random;Octile;Always;Yes;1;187;76,9827560572968;
Best First Search;18;Random;Chebyshev;Always;Yes;1;188;77,6690475583121;
IDA* (IDA Star);18;Random;Manhattan;Always;Yes;1;0;77,6690475583121;
IDA* (IDA Star);18;Random;Euclidean;Always;No;5001;0;-1;
IDA* (IDA Star);18;Random;Octile;Always;No;5001;0;-1;
IDA* (IDA Star);18;Random;Chebyshev;Always;No;5001;0;-1;
