alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
Dijkstra;15;Octile;IfAtMostOneObstacle;Yes (7684ms );7684;5705;62,8700576850888;
Dijkstra;15;Chebyshev;IfAtMostOneObstacle;Yes (7290ms );7290;5705;62,8700576850888;
A* (A Star);16;Manhattan;IfAtMostOneObstacle;Yes (9ms );9;210;46,2132034355964;
A* (A Star);16;Euclidean;IfAtMostOneObstacle;Yes (19ms );19;311;45,9705627484771;
A* (A Star);16;Octile;IfAtMostOneObstacle;Yes (8ms );8;222;45,9705627484771;
A* (A Star);16;Chebyshev;IfAtMostOneObstacle;Yes (29ms );29;404;45,9705627484771;
Best First Search;16;Manhattan;IfAtMostOneObstacle;Yes (3ms );3;178;49,5269119345812;
Best First Search;16;Euclidean;IfAtMostOneObstacle;Yes (2ms );2;121;50,1126983722081;
Best First Search;16;Octile;IfAtMostOneObstacle;Yes (1ms );1;121;50,1126983722081;
Best First Search;16;Chebyshev;IfAtMostOneObstacle;Yes (2ms );2;131;53,6274169979695;
Dijkstra;16;Manhattan;IfAtMostOneObstacle;Yes (1074ms );1074;2140;45,9705627484771;
Dijkstra;16;Euclidean;IfAtMostOneObstacle;Yes (987ms );987;2140;45,9705627484771;
Dijkstra;16;Octile;IfAtMostOneObstacle;Yes (934ms );934;2140;45,9705627484771;
Dijkstra;16;Chebyshev;IfAtMostOneObstacle;Yes (928ms );928;2140;45,9705627484771;
A* (A Star);17;Manhattan;IfAtMostOneObstacle;Yes (37ms );37;473;125,053823869162;
A* (A Star);17;Euclidean;IfAtMostOneObstacle;Yes (864ms );864;2092;119,39696961967;
A* (A Star);17;Octile;IfAtMostOneObstacle;Yes (456ms );456;1530;119,39696961967;
A* (A Star);17;Chebyshev;IfAtMostOneObstacle;Yes (2158ms );2158;3250;119,39696961967;
Best First Search;17;Manhattan;IfAtMostOneObstacle;Yes (17ms );17;383;148,651803615609;
Best First Search;17;Euclidean;IfAtMostOneObstacle;Yes (31ms );31;465;168,79393923934;
Best First Search;17;Octile;IfAtMostOneObstacle;Yes (33ms );33;463;168,79393923934;
Best First Search;17;Chebyshev;IfAtMostOneObstacle;Yes (54ms );54;600;173,539105243401;
Dijkstra;17;Manhattan;IfAtMostOneObstacle;Yes (10687ms );10687;6730;119,39696961967;
Dijkstra;17;Euclidean;IfAtMostOneObstacle;Yes (10667ms );10667;6730;119,39696961967;
Dijkstra;17;Octile;IfAtMostOneObstacle;Yes (10711ms );10711;6730;119,39696961967;
Dijkstra;17;Chebyshev;IfAtMostOneObstacle;Yes (10632ms );10632;6730;119,39696961967;
A* (A Star);18;Manhattan;IfAtMostOneObstacle;Yes (21ms );21;324;70,7695526217005;
A* (A Star);18;Euclidean;IfAtMostOneObstacle;Yes (102ms );102;728;68,5269119345812;
A* (A Star);18;Octile;IfAtMostOneObstacle;Yes (55ms );55;468;68,5269119345812;
A* (A Star);18;Chebyshev;IfAtMostOneObstacle;Yes (265ms );265;1128;68,5269119345812;
Best First Search;18;Manhattan;IfAtMostOneObstacle;Yes (5ms );5;198;79,6396103067892;
Best First Search;18;Euclidean;IfAtMostOneObstacle;Yes (5ms );5;201;79,6396103067892;
Best First Search;18;Octile;IfAtMostOneObstacle;Yes (4ms );4;201;79,6396103067892;
Best First Search;18;Chebyshev;IfAtMostOneObstacle;Yes (6ms );6;206;78,1837661840735;
Dijkstra;18;Manhattan;IfAtMostOneObstacle;Yes (6012ms );6012;5078;68,5269119345812;
Dijkstra;18;Euclidean;IfAtMostOneObstacle;Yes (6053ms );6053;5078;68,5269119345812;
Dijkstra;18;Octile;IfAtMostOneObstacle;Yes (6105ms );6105;5078;68,5269119345812;
Dijkstra;18;Chebyshev;IfAtMostOneObstacle;Yes (6096ms );6096;5078;68,5269119345812;
A* (A Star);19;Manhattan;IfAtMostOneObstacle;Yes (5ms );5;172;28,7989898732233;
A* (A Star);19;Euclidean;IfAtMostOneObstacle;Yes (2ms );2;131;28,7989898732233;
A* (A Star);19;Octile;IfAtMostOneObstacle;Yes (2ms );2;121;28,7989898732233;
A* (A Star);19;Chebyshev;IfAtMostOneObstacle;Yes (4ms );4;170;28,7989898732233;
Best First Search;19;Manhattan;IfAtMostOneObstacle;Yes (1ms );1;112;37,2842712474619;
Best First Search;19;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;91;29,6274169979695;
Best First Search;19;Octile;IfAtMostOneObstacle;Yes (0ms );0;90;29,6274169979695;
Best First Search;19;Chebyshev;IfAtMostOneObstacle;Yes (0ms );0;90;28,7989898732233;
Dijkstra;19;Manhattan;IfAtMostOneObstacle;Yes (115ms );115;762;28,7989898732233;
Dijkstra;19;Euclidean;IfAtMostOneObstacle;Yes (133ms );133;762;28,7989898732233;
Dijkstra;19;Octile;IfAtMostOneObstacle;Yes (134ms );134;762;28,7989898732233;
Dijkstra;19;Chebyshev;IfAtMostOneObstacle;Yes (110ms );110;762;28,7989898732233;
A* (A Star);20;Manhattan;IfAtMostOneObstacle;Yes (6ms );6;222;37,8700576850888;
A* (A Star);20;Euclidean;IfAtMostOneObstacle;Yes (9ms );9;204;37,8700576850888;
A* (A Star);20;Octile;IfAtMostOneObstacle;Yes (5ms );5;179;37,8700576850888;
A* (A Star);20;Chebyshev;IfAtMostOneObstacle;Yes (16ms );16;306;37,8700576850888;
Best First Search;20;Manhattan;IfAtMostOneObstacle;Yes (2ms );2;144;53,4264068711928;
