alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
Best First Search;14;Octile;Never;Yes (1ms );1;116;48;
Best First Search;14;Chebyshev;Never;Yes (0ms );0;104;48;
IDA* (IDA Star);14;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);14;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);14;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);14;Chebyshev;Never;No;5001;0;-1;
Dijkstra;14;Manhattan;Never;Yes (254ms );254;1671;48;
Dijkstra;14;Euclidean;Never;Yes (256ms );256;1671;48;
Dijkstra;14;Octile;Never;Yes (256ms );256;1671;48;
Dijkstra;14;Chebyshev;Never;Yes (255ms );255;1671;48;
A* (A Star);15;Manhattan;Never;Yes (27ms );27;559;51;
A* (A Star);15;Euclidean;Never;Yes (34ms );34;627;51;
A* (A Star);15;Octile;Never;Yes (34ms );34;607;51;
A* (A Star);15;Chebyshev;Never;Yes (39ms );39;673;51;
Best First Search;15;Manhattan;Never;Yes (2ms );2;151;51;
Best First Search;15;Euclidean;Never;Yes (0ms );0;92;51;
Best First Search;15;Octile;Never;Yes (0ms );0;92;51;
Best First Search;15;Chebyshev;Never;Yes (0ms );0;92;51;
IDA* (IDA Star);15;Manhattan;Never;Yes (0ms );0;0;51;
IDA* (IDA Star);15;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);15;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);15;Chebyshev;Never;No;5001;0;-1;
Dijkstra;15;Manhattan;Never;Yes (306ms );306;1844;51;
Dijkstra;15;Euclidean;Never;Yes (308ms );308;1844;51;
Dijkstra;15;Octile;Never;Yes (303ms );303;1844;51;
Dijkstra;15;Chebyshev;Never;Yes (312ms );312;1844;51;
A* (A Star);16;Manhattan;Never;Yes (258ms );258;1683;127;
A* (A Star);16;Euclidean;Never;Yes (555ms );555;2451;127;
A* (A Star);16;Octile;Never;Yes (498ms );498;2308;127;
A* (A Star);16;Chebyshev;Never;Yes (882ms );882;3075;127;
Best First Search;16;Manhattan;Never;Yes (4ms );4;232;131;
Best First Search;16;Euclidean;Never;Yes (4ms );4;240;127;
Best First Search;16;Octile;Never;Yes (4ms );4;232;127;
Best First Search;16;Chebyshev;Never;Yes (4ms );4;232;127;
IDA* (IDA Star);16;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);16;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);16;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);16;Chebyshev;Never;No;5001;0;-1;
Dijkstra;16;Manhattan;Never;Yes (3079ms );3079;5613;127;
Dijkstra;16;Euclidean;Never;Yes (3084ms );3084;5613;127;
Dijkstra;16;Octile;Never;Yes (3075ms );3075;5613;127;
Dijkstra;16;Chebyshev;Never;Yes (3087ms );3087;5613;127;
A* (A Star);17;Manhattan;Never;Yes (174ms );174;1421;101;
A* (A Star);17;Euclidean;Never;Yes (428ms );428;2238;101;
A* (A Star);17;Octile;Never;Yes (354ms );354;2019;101;
A* (A Star);17;Chebyshev;Never;Yes (663ms );663;2757;101;
Best First Search;17;Manhattan;Never;Yes (4ms );4;217;113;
Best First Search;17;Euclidean;Never;Yes (2ms );2;177;103;
Best First Search;17;Octile;Never;Yes (2ms );2;177;103;
Best First Search;17;Chebyshev;Never;Yes (3ms );3;185;101;
IDA* (IDA Star);17;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);17;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);17;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);17;Chebyshev;Never;No;5001;0;-1;
Dijkstra;17;Manhattan;Never;Yes (2815ms );2815;5564;101;
Dijkstra;17;Euclidean;Never;Yes (2818ms );2818;5564;101;
Dijkstra;17;Octile;Never;Yes (2823ms );2823;5564;101;
Dijkstra;17;Chebyshev;Never;Yes (2829ms );2829;5564;101;
A* (A Star);18;Manhattan;Never;Yes (1ms );1;121;28;
A* (A Star);18;Euclidean;Never;Yes (2ms );2;151;28;
A* (A Star);18;Octile;Never;Yes (1ms );1;135;28;
A* (A Star);18;Chebyshev;Never;Yes (3ms );3;201;28;
Best First Search;18;Manhattan;Never;Yes (0ms );0;65;28;
Best First Search;18;Euclidean;Never;Yes (0ms );0;69;30;
Best First Search;18;Octile;Never;Yes (0ms );0;69;30;
Best First Search;18;Chebyshev;Never;Yes (0ms );0;69;30;
IDA* (IDA Star);18;Manhattan;Never;Yes (0ms );0;0;30;
IDA* (IDA Star);18;Euclidean;Never;Yes (214ms );214;0;30;
IDA* (IDA Star);18;Octile;Never;Yes (6ms );6;0;30;
IDA* (IDA Star);18;Chebyshev;Never;Yes (22ms );22;0;30;
Dijkstra;18;Manhattan;Never;Yes (85ms );85;952;28;
Dijkstra;18;Euclidean;Never;Yes (83ms );83;952;28;
Dijkstra;18;Octile;Never;Yes (87ms );87;952;28;
Dijkstra;18;Chebyshev;Never;Yes (84ms );84;952;28;
A* (A Star);19;Manhattan;Never;Yes (57ms );57;769;70;
A* (A Star);19;Euclidean;Never;Yes (113ms );113;1067;70;
A* (A Star);19;Octile;Never;Yes (93ms );93;983;70;
A* (A Star);19;Chebyshev;Never;Yes (170ms );170;1316;70;
Best First Search;19;Manhattan;Never;Yes (2ms );2;176;70;
Best First Search;19;Euclidean;Never;Yes (2ms );2;176;76;
Best First Search;19;Octile;Never;Yes (2ms );2;179;70;
Best First Search;19;Chebyshev;Never;Yes (2ms );2;179;70;
IDA* (IDA Star);19;Manhattan;Never;Yes (0ms );0;0;73;
IDA* (IDA Star);19;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);19;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);19;Chebyshev;Never;No;5001;0;-1;
Dijkstra;19;Manhattan;Never;Yes (1984ms );1984;4420;70;
Dijkstra;19;Euclidean;Never;Yes (1973ms );1973;4420;70;
Dijkstra;19;Octile;Never;Yes (1974ms );1974;4420;70;
Dijkstra;19;Chebyshev;Never;Yes (1972ms );1972;4420;70;
A* (A Star);20;Manhattan;Never;Yes (4ms );4;226;54;
A* (A Star);20;Euclidean;Never;Yes (6ms );6;271;54;
A* (A Star);20;Octile;Never;Yes (5ms );5;237;54;
A* (A Star);20;Chebyshev;Never;Yes (8ms );8;313;54;
Best First Search;20;Manhattan;Never;Yes (1ms );1;121;56;
Best First Search;20;Euclidean;Never;Yes (1ms );1;117;54;
Best First Search;20;Octile;Never;Yes (1ms );1;117;54;
Best First Search;20;Chebyshev;Never;Yes (1ms );1;117;54;
IDA* (IDA Star);20;Manhattan;Never;Yes (0ms );0;0;54;
IDA* (IDA Star);20;Euclidean;Never;Yes (635ms );635;0;54;
IDA* (IDA Star);20;Octile;Never;Yes (6ms );6;0;54;
IDA* (IDA Star);20;Chebyshev;Never;Yes (96ms );96;0;54;
Dijkstra;20;Manhattan;Never;Yes (383ms );383;2083;54;
Dijkstra;20;Euclidean;Never;Yes (397ms );397;2083;54;
Dijkstra;20;Octile;Never;Yes (390ms );390;2083;54;
Dijkstra;20;Chebyshev;Never;Yes (384ms );384;2083;54;
A* (A Star);21;Manhattan;Never;Yes (14ms );14;405;53;
A* (A Star);21;Euclidean;Never;Yes (30ms );30;582;53;
A* (A Star);21;Octile;Never;Yes (24ms );24;537;53;
A* (A Star);21;Chebyshev;Never;Yes (41ms );41;685;53;
Best First Search;21;Manhattan;Never;Yes (0ms );0;101;59;
Best First Search;21;Euclidean;Never;Yes (0ms );0;100;53;
Best First Search;21;Octile;Never;Yes (0ms );0;98;53;
Best First Search;21;Chebyshev;Never;Yes (0ms );0;100;53;
IDA* (IDA Star);21;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);21;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);21;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);21;Chebyshev;Never;No;5001;0;-1;
Dijkstra;21;Manhattan;Never;Yes (203ms );203;1521;53;
Dijkstra;21;Euclidean;Never;Yes (204ms );204;1521;53;
Dijkstra;21;Octile;Never;Yes (204ms );204;1521;53;
Dijkstra;21;Chebyshev;Never;Yes (202ms );202;1521;53;
A* (A Star);22;Manhattan;Never;Yes (245ms );245;1632;113;
A* (A Star);22;Euclidean;Never;Yes (662ms );662;2720;113;
A* (A Star);22;Octile;Never;Yes (552ms );552;2485;113;
A* (A Star);22;Chebyshev;Never;Yes (908ms );908;3166;113;
Best First Search;22;Manhattan;Never;Yes (5ms );5;249;129;
Best First Search;22;Euclidean;Never;Yes (4ms );4;223;113;
Best First Search;22;Octile;Never;Yes (3ms );3;223;113;
Best First Search;22;Chebyshev;Never;Yes (6ms );6;268;113;
IDA* (IDA Star);22;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);22;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);22;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);22;Chebyshev;Never;No;5001;0;-1;
Dijkstra;22;Manhattan;Never;Yes (3577ms );3577;6097;113;
Dijkstra;22;Euclidean;Never;Yes (3572ms );3572;6097;113;
Dijkstra;22;Octile;Never;Yes (3583ms );3583;6097;113;
Dijkstra;22;Chebyshev;Never;Yes (3572ms );3572;6097;113;
A* (A Star);23;Manhattan;Never;Yes (1ms );1;143;27;
A* (A Star);23;Euclidean;Never;Yes (3ms );3;194;27;
A* (A Star);23;Octile;Never;Yes (2ms );2;178;27;
A* (A Star);23;Chebyshev;Never;Yes (5ms );5;244;27;
Best First Search;23;Manhattan;Never;Yes (0ms );0;84;29;
Best First Search;23;Euclidean;Never;Yes (0ms );0;58;27;
Best First Search;23;Octile;Never;Yes (0ms );0;60;27;
Best First Search;23;Chebyshev;Never;Yes (0ms );0;69;33;
IDA* (IDA Star);23;Manhattan;Never;Yes (72ms );72;0;33;
IDA* (IDA Star);23;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);23;Octile;Never;Yes (2294ms );2294;0;33;
IDA* (IDA Star);23;Chebyshev;Never;Yes (3348ms );3348;0;33;
Dijkstra;23;Manhattan;Never;Yes (61ms );61;839;27;
Dijkstra;23;Euclidean;Never;Yes (64ms );64;839;27;
Dijkstra;23;Octile;Never;Yes (62ms );62;839;27;
Dijkstra;23;Chebyshev;Never;Yes (61ms );61;839;27;
A* (A Star);24;Manhattan;Never;Yes (12ms );12;350;43;
A* (A Star);24;Euclidean;Never;Yes (23ms );23;503;43;
