Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Best First Search;7;File;Euclidean;IfAtMostOneObstacle;Yes;0;28;7,65685424949238;
Best First Search;7;File;Octile;IfAtMostOneObstacle;Yes;0;28;7,65685424949238;
Best First Search;7;File;Chebyshev;IfAtMostOneObstacle;Yes;0;28;8,24264068711928;
Dijkstra;7;File;Manhattan;IfAtMostOneObstacle;Yes;1;126;7,65685424949238;
Dijkstra;7;File;Euclidean;IfAtMostOneObstacle;Yes;1;126;7,65685424949238;
Dijkstra;7;File;Octile;IfAtMostOneObstacle;Yes;1;126;7,65685424949238;
Dijkstra;7;File;Chebyshev;IfAtMostOneObstacle;Yes;1;126;7,65685424949238;
A* (A Star);8;File;Manhattan;IfAtMostOneObstacle;Yes;0;54;16,0710678118655;
A* (A Star);8;File;Euclidean;IfAtMostOneObstacle;Yes;0;73;15,4852813742386;
A* (A Star);8;File;Octile;IfAtMostOneObstacle;Yes;0;73;15,4852813742386;
A* (A Star);8;File;Chebyshev;IfAtMostOneObstacle;Yes;0;94;15,4852813742386;
Best First Search;8;File;Manhattan;IfAtMostOneObstacle;Yes;0;94;19,3847763108502;
Best First Search;8;File;Euclidean;IfAtMostOneObstacle;Yes;0;94;17,9705627484771;
Best First Search;8;File;Octile;IfAtMostOneObstacle;Yes;0;94;17,9705627484771;
Best First Search;8;File;Chebyshev;IfAtMostOneObstacle;Yes;0;94;15,4852813742386;
Dijkstra;8;File;Manhattan;IfAtMostOneObstacle;Yes;3;232;15,4852813742386;
Dijkstra;8;File;Euclidean;IfAtMostOneObstacle;Yes;3;232;15,4852813742386;
Dijkstra;8;File;Octile;IfAtMostOneObstacle;Yes;3;232;15,4852813742386;
Dijkstra;8;File;Chebyshev;IfAtMostOneObstacle;Yes;3;232;15,4852813742386;
A* (A Star);9;File;Manhattan;IfAtMostOneObstacle;Yes;0;32;12,2426406871193;
A* (A Star);9;File;Euclidean;IfAtMostOneObstacle;Yes;0;54;12,2426406871193;
A* (A Star);9;File;Octile;IfAtMostOneObstacle;Yes;0;54;12,2426406871193;
A* (A Star);9;File;Chebyshev;IfAtMostOneObstacle;Yes;0;59;12,2426406871193;
Best First Search;9;File;Manhattan;IfAtMostOneObstacle;Yes;0;59;12,2426406871193;
Best First Search;9;File;Euclidean;IfAtMostOneObstacle;Yes;0;59;13,8994949366117;
Best First Search;9;File;Octile;IfAtMostOneObstacle;Yes;0;59;13,8994949366117;
Best First Search;9;File;Chebyshev;IfAtMostOneObstacle;Yes;0;59;12,2426406871193;
Dijkstra;9;File;Manhattan;IfAtMostOneObstacle;Yes;2;240;12,2426406871193;
Dijkstra;9;File;Euclidean;IfAtMostOneObstacle;Yes;2;240;12,2426406871193;
Dijkstra;9;File;Octile;IfAtMostOneObstacle;Yes;4;240;12,2426406871193;
Dijkstra;9;File;Chebyshev;IfAtMostOneObstacle;Yes;3;240;12,2426406871193;
A* (A Star);10;File;Manhattan;IfAtMostOneObstacle;Yes;0;40;11,2426406871193;
A* (A Star);10;File;Euclidean;IfAtMostOneObstacle;Yes;0;44;11,2426406871193;
A* (A Star);10;File;Octile;IfAtMostOneObstacle;Yes;0;44;11,2426406871193;
A* (A Star);10;File;Chebyshev;IfAtMostOneObstacle;Yes;0;46;11,2426406871193;
Best First Search;10;File;Manhattan;IfAtMostOneObstacle;Yes;0;46;12,0710678118655;
Best First Search;10;File;Euclidean;IfAtMostOneObstacle;Yes;0;46;12,0710678118655;
Best First Search;10;File;Octile;IfAtMostOneObstacle;Yes;0;46;12,0710678118655;
Best First Search;10;File;Chebyshev;IfAtMostOneObstacle;Yes;0;46;11,2426406871193;
Dijkstra;10;File;Manhattan;IfAtMostOneObstacle;Yes;0;89;11,2426406871193;
Dijkstra;10;File;Euclidean;IfAtMostOneObstacle;Yes;0;89;11,2426406871193;
Dijkstra;10;File;Octile;IfAtMostOneObstacle;Yes;0;89;11,2426406871193;
Dijkstra;10;File;Chebyshev;IfAtMostOneObstacle;Yes;0;89;11,2426406871193;
A* (A Star);11;File;Manhattan;IfAtMostOneObstacle;Yes;0;31;10,2426406871193;
A* (A Star);11;File;Euclidean;IfAtMostOneObstacle;Yes;0;33;10,2426406871193;
A* (A Star);11;File;Octile;IfAtMostOneObstacle;Yes;0;33;10,2426406871193;
A* (A Star);11;File;Chebyshev;IfAtMostOneObstacle;Yes;0;41;10,2426406871193;
Best First Search;11;File;Manhattan;IfAtMostOneObstacle;Yes;0;41;11,8994949366117;
Best First Search;11;File;Euclidean;IfAtMostOneObstacle;Yes;0;41;11,8994949366117;
Best First Search;11;File;Octile;IfAtMostOneObstacle;Yes;0;41;11,8994949366117;
Best First Search;11;File;Chebyshev;IfAtMostOneObstacle;Yes;0;41;10,2426406871193;
Dijkstra;11;File;Manhattan;IfAtMostOneObstacle;Yes;1;112;10,2426406871193;
Dijkstra;11;File;Euclidean;IfAtMostOneObstacle;Yes;0;112;10,2426406871193;
Dijkstra;11;File;Octile;IfAtMostOneObstacle;Yes;0;112;10,2426406871193;
Dijkstra;11;File;Chebyshev;IfAtMostOneObstacle;Yes;1;112;10,2426406871193;
A* (A Star);12;File;Manhattan;IfAtMostOneObstacle;Yes;0;54;13,3137084989848;
A* (A Star);12;File;Euclidean;IfAtMostOneObstacle;Yes;0;78;13,3137084989848;
A* (A Star);12;File;Octile;IfAtMostOneObstacle;Yes;0;78;13,3137084989848;
A* (A Star);12;File;Chebyshev;IfAtMostOneObstacle;Yes;0;91;13,3137084989848;
Best First Search;12;File;Manhattan;IfAtMostOneObstacle;Yes;0;91;15,3137084989848;
Best First Search;12;File;Euclidean;IfAtMostOneObstacle;Yes;0;91;13,3137084989848;
Best First Search;12;File;Octile;IfAtMostOneObstacle;Yes;0;91;15,3137084989848;
Best First Search;12;File;Chebyshev;IfAtMostOneObstacle;Yes;0;91;13,8994949366117;
Dijkstra;12;File;Manhattan;IfAtMostOneObstacle;Yes;5;264;13,3137084989848;
Dijkstra;12;File;Euclidean;IfAtMostOneObstacle;Yes;4;264;13,3137084989848;
Dijkstra;12;File;Octile;IfAtMostOneObstacle;Yes;5;264;13,3137084989848;
Dijkstra;12;File;Chebyshev;IfAtMostOneObstacle;Yes;7;264;13,3137084989848;
A* (A Star);13;File;Manhattan;IfAtMostOneObstacle;Yes;0;34;11,8994949366117;
A* (A Star);13;File;Euclidean;IfAtMostOneObstacle;Yes;0;38;11,8994949366117;
A* (A Star);13;File;Octile;IfAtMostOneObstacle;Yes;0;38;11,8994949366117;
A* (A Star);13;File;Chebyshev;IfAtMostOneObstacle;Yes;0;56;11,8994949366117;
Best First Search;13;File;Manhattan;IfAtMostOneObstacle;Yes;0;56;11,8994949366117;
Best First Search;13;File;Euclidean;IfAtMostOneObstacle;Yes;0;56;11,8994949366117;
Best First Search;13;File;Octile;IfAtMostOneObstacle;Yes;0;56;11,8994949366117;
Best First Search;13;File;Chebyshev;IfAtMostOneObstacle;Yes;0;56;12,4852813742386;
Dijkstra;13;File;Manhattan;IfAtMostOneObstacle;Yes;2;245;11,8994949366117;
Dijkstra;13;File;Euclidean;IfAtMostOneObstacle;Yes;3;245;11,8994949366117;
Dijkstra;13;File;Octile;IfAtMostOneObstacle;Yes;3;245;11,8994949366117;
Dijkstra;13;File;Chebyshev;IfAtMostOneObstacle;Yes;3;245;11,8994949366117;
A* (A Star);14;File;Manhattan;IfAtMostOneObstacle;Yes;0;47;12,2426406871193;
A* (A Star);14;File;Euclidean;IfAtMostOneObstacle;Yes;0;67;12,2426406871193;
A* (A Star);14;File;Octile;IfAtMostOneObstacle;Yes;0;67;12,2426406871193;
A* (A Star);14;File;Chebyshev;IfAtMostOneObstacle;Yes;0;73;12,2426406871193;
