alg;map;heuristic;diagonal;solution;time;maxNodes;pathLength;
A* (A Star);36;Octile;OnlyWhenNoObstacles;Yes (0ms );0;61;16,4142135623731;
A* (A Star);37;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;66;25,4852813742386;
A* (A Star);37;Euclidean;OnlyWhenNoObstacles;Yes (2ms );2;120;25,4852813742386;
A* (A Star);37;Octile;OnlyWhenNoObstacles;Yes (1ms );1;116;25,4852813742386;
A* (A Star);38;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;36;10,4142135623731;
A* (A Star);38;Euclidean;OnlyWhenNoObstacles;Yes (0ms );0;31;10,4142135623731;
A* (A Star);38;Octile;OnlyWhenNoObstacles;Yes (0ms );0;31;10,4142135623731;
A* (A Star);39;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;50;19,4852813742386;
A* (A Star);39;Euclidean;OnlyWhenNoObstacles;Yes (2ms );2;112;19,4852813742386;
A* (A Star);39;Octile;OnlyWhenNoObstacles;Yes (1ms );1;104;19,4852813742386;
A* (A Star);40;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;86;25,8994949366117;
A* (A Star);40;Euclidean;OnlyWhenNoObstacles;Yes (3ms );3;159;25,8994949366117;
A* (A Star);40;Octile;OnlyWhenNoObstacles;Yes (2ms );2;132;25,8994949366117;
A* (A Star);41;Manhattan;OnlyWhenNoObstacles;Yes (1ms );1;120;35,3137084989848;
A* (A Star);41;Euclidean;OnlyWhenNoObstacles;Yes (12ms );12;285;35,3137084989848;
A* (A Star);41;Octile;OnlyWhenNoObstacles;Yes (8ms );8;230;35,3137084989848;
A* (A Star);42;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;53;18,4142135623731;
A* (A Star);42;Euclidean;OnlyWhenNoObstacles;Yes (0ms );0;88;18,4142135623731;
A* (A Star);42;Octile;OnlyWhenNoObstacles;Yes (0ms );0;82;18,4142135623731;
A* (A Star);43;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;68;19,2426406871193;
A* (A Star);43;Euclidean;OnlyWhenNoObstacles;Yes (0ms );0;81;19,2426406871193;
A* (A Star);43;Octile;OnlyWhenNoObstacles;Yes (0ms );0;76;19,2426406871193;
A* (A Star);44;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;75;20,8284271247462;
A* (A Star);44;Euclidean;OnlyWhenNoObstacles;Yes (1ms );1;105;20,8284271247462;
A* (A Star);44;Octile;OnlyWhenNoObstacles;Yes (1ms );1;105;20,8284271247462;
A* (A Star);45;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;50;23,4142135623731;
A* (A Star);45;Euclidean;OnlyWhenNoObstacles;Yes (1ms );1;115;23,4142135623731;
A* (A Star);45;Octile;OnlyWhenNoObstacles;Yes (1ms );1;107;23,4142135623731;
A* (A Star);46;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;49;22,8284271247462;
A* (A Star);46;Euclidean;OnlyWhenNoObstacles;Yes (1ms );1;85;22,8284271247462;
A* (A Star);46;Octile;OnlyWhenNoObstacles;Yes (0ms );0;79;22,8284271247462;
A* (A Star);47;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;40;13,4142135623731;
A* (A Star);47;Euclidean;OnlyWhenNoObstacles;Yes (0ms );0;42;13,4142135623731;
A* (A Star);47;Octile;OnlyWhenNoObstacles;Yes (0ms );0;42;13,4142135623731;
A* (A Star);48;Manhattan;OnlyWhenNoObstacles;Yes (0ms );0;33;12,4142135623731;
A* (A Star);48;Euclidean;OnlyWhenNoObstacles;Yes (0ms );0;34;12,4142135623731;
A* (A Star);48;Octile;OnlyWhenNoObstacles;Yes (0ms );0;34;12,4142135623731;
A* (A Star);49;Manhattan;OnlyWhenNoObstacles;Yes (1ms );1;98;22,2426406871193;
A* (A Star);49;Euclidean;OnlyWhenNoObstacles;Yes (1ms );1;111;22,2426406871193;
A* (A Star);49;Octile;OnlyWhenNoObstacles;Yes (1ms );1;108;22,2426406871193;
A* (A Star);50;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;77;24,142135623731;
A* (A Star);50;Euclidean;IfAtMostOneObstacle;Yes (2ms );2;131;22,7279220613579;
A* (A Star);50;Octile;IfAtMostOneObstacle;Yes (2ms );2;116;22,7279220613579;
A* (A Star);51;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;38;15,4142135623731;
A* (A Star);51;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;38;15,4142135623731;
A* (A Star);51;Octile;IfAtMostOneObstacle;Yes (0ms );0;38;15,4142135623731;
A* (A Star);52;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;32;11,4852813742386;
A* (A Star);52;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;35;11,4852813742386;
A* (A Star);52;Octile;IfAtMostOneObstacle;Yes (0ms );0;35;11,4852813742386;
A* (A Star);53;Manhattan;IfAtMostOneObstacle;Yes (1ms );1;111;39,2842712474619;
A* (A Star);53;Euclidean;IfAtMostOneObstacle;Yes (11ms );11;280;39,2842712474619;
A* (A Star);53;Octile;IfAtMostOneObstacle;Yes (7ms );7;225;39,2842712474619;
A* (A Star);54;Manhattan;IfAtMostOneObstacle;Yes (1ms );1;91;29,9705627484771;
A* (A Star);54;Euclidean;IfAtMostOneObstacle;Yes (1ms );1;91;29,9705627484771;
A* (A Star);54;Octile;IfAtMostOneObstacle;Yes (1ms );1;91;29,9705627484771;
A* (A Star);55;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;40;13,2426406871193;
A* (A Star);55;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;60;12,8994949366117;
A* (A Star);55;Octile;IfAtMostOneObstacle;Yes (0ms );0;49;12,8994949366117;
A* (A Star);56;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;38;13,0710678118655;
A* (A Star);56;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;47;13,0710678118655;
A* (A Star);56;Octile;IfAtMostOneObstacle;Yes (0ms );0;46;13,0710678118655;
A* (A Star);57;Manhattan;IfAtMostOneObstacle;Yes (3ms );3;160;30,142135623731;
A* (A Star);57;Euclidean;IfAtMostOneObstacle;Yes (5ms );5;216;30,142135623731;
A* (A Star);57;Octile;IfAtMostOneObstacle;Yes (4ms );4;180;30,142135623731;
A* (A Star);58;Manhattan;IfAtMostOneObstacle;Yes (1ms );1;88;32,4852813742386;
A* (A Star);58;Euclidean;IfAtMostOneObstacle;Yes (5ms );5;177;32,4852813742386;
A* (A Star);58;Octile;IfAtMostOneObstacle;Yes (3ms );3;155;32,4852813742386;
A* (A Star);59;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;80;25,3137084989848;
A* (A Star);59;Euclidean;IfAtMostOneObstacle;Yes (1ms );1;104;25,3137084989848;
A* (A Star);59;Octile;IfAtMostOneObstacle;Yes (1ms );1;94;25,3137084989848;
A* (A Star);60;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;37;11,8994949366117;
A* (A Star);60;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;43;11,8994949366117;
A* (A Star);60;Octile;IfAtMostOneObstacle;Yes (0ms );0;42;11,8994949366117;
A* (A Star);61;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;36;14,2426406871193;
A* (A Star);61;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;40;14,2426406871193;
A* (A Star);61;Octile;IfAtMostOneObstacle;Yes (0ms );0;36;14,2426406871193;
A* (A Star);62;Manhattan;IfAtMostOneObstacle;Yes (11ms );11;279;40,2132034355964;
A* (A Star);62;Euclidean;IfAtMostOneObstacle;Yes (14ms );14;286;40,2132034355964;
A* (A Star);62;Octile;IfAtMostOneObstacle;Yes (13ms );13;280;40,2132034355964;
A* (A Star);63;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;32;9,82842712474619;
A* (A Star);63;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;32;9,82842712474619;
A* (A Star);63;Octile;IfAtMostOneObstacle;Yes (0ms );0;32;9,82842712474619;
A* (A Star);64;Manhattan;IfAtMostOneObstacle;Yes (1ms );1;111;24,0710678118655;
A* (A Star);64;Euclidean;IfAtMostOneObstacle;Yes (5ms );5;187;24,0710678118655;
A* (A Star);64;Octile;IfAtMostOneObstacle;Yes (5ms );5;177;24,0710678118655;
A* (A Star);65;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;48;19,3137084989848;
A* (A Star);65;Euclidean;IfAtMostOneObstacle;Yes (0ms );0;69;19,3137084989848;
A* (A Star);65;Octile;IfAtMostOneObstacle;Yes (0ms );0;66;19,3137084989848;
A* (A Star);66;Manhattan;IfAtMostOneObstacle;Yes (4ms );4;157;26,5563491861041;
A* (A Star);66;Euclidean;IfAtMostOneObstacle;Yes (8ms );8;211;26,5563491861041;
A* (A Star);66;Octile;IfAtMostOneObstacle;Yes (6ms );6;201;26,5563491861041;
A* (A Star);67;Manhattan;IfAtMostOneObstacle;Yes (0ms );0;41;12,2426406871193;
