Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;14;Random;Manhattan;Never;Yes;40;1446;36;
Dijkstra;14;Random;Euclidean;Never;Yes;41;1446;36;
Dijkstra;14;Random;Octile;Never;Yes;40;1446;36;
Dijkstra;14;Random;Chebyshev;Never;Yes;39;1446;36;
A* (A Star);15;Random;Manhattan;Never;Yes;1;224;37;
A* (A Star);15;Random;Euclidean;Never;Yes;3;302;37;
A* (A Star);15;Random;Octile;Never;Yes;2;288;37;
A* (A Star);15;Random;Chebyshev;Never;Yes;3;357;37;
Best First Search;15;Random;Manhattan;Never;Yes;0;92;41;
Best First Search;15;Random;Euclidean;Never;Yes;0;77;37;
Best First Search;15;Random;Octile;Never;Yes;0;77;37;
Best First Search;15;Random;Chebyshev;Never;Yes;0;83;39;
IDA* (IDA Star);15;Random;Manhattan;Never;Yes;0;0;39;
IDA* (IDA Star);15;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);15;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);15;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;15;Random;Manhattan;Never;Yes;35;1384;37;
Dijkstra;15;Random;Euclidean;Never;Yes;36;1384;37;
Dijkstra;15;Random;Octile;Never;Yes;34;1384;37;
Dijkstra;15;Random;Chebyshev;Never;Yes;36;1384;37;
A* (A Star);16;Random;Manhattan;Never;Yes;3;383;80;
A* (A Star);16;Random;Euclidean;Never;Yes;8;573;80;
A* (A Star);16;Random;Octile;Never;Yes;7;510;80;
A* (A Star);16;Random;Chebyshev;Never;Yes;9;668;80;
Best First Search;16;Random;Manhattan;Never;Yes;1;212;108;
Best First Search;16;Random;Euclidean;Never;Yes;1;195;90;
Best First Search;16;Random;Octile;Never;Yes;1;195;90;
Best First Search;16;Random;Chebyshev;Never;Yes;0;184;82;
IDA* (IDA Star);16;Random;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);16;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);16;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);16;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;16;Random;Manhattan;Never;Yes;147;2954;80;
Dijkstra;16;Random;Euclidean;Never;Yes;146;2954;80;
Dijkstra;16;Random;Octile;Never;Yes;147;2954;80;
Dijkstra;16;Random;Chebyshev;Never;Yes;148;2954;80;
A* (A Star);17;Random;Manhattan;Never;Yes;5;492;68;
A* (A Star);17;Random;Euclidean;Never;Yes;22;984;68;
A* (A Star);17;Random;Octile;Never;Yes;19;897;68;
A* (A Star);17;Random;Chebyshev;Never;Yes;28;1184;68;
Best First Search;17;Random;Manhattan;Never;Yes;0;161;78;
Best First Search;17;Random;Euclidean;Never;Yes;1;180;82;
Best First Search;17;Random;Octile;Never;Yes;1;180;82;
Best First Search;17;Random;Chebyshev;Never;Yes;1;179;72;
IDA* (IDA Star);17;Random;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);17;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);17;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);17;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;17;Random;Manhattan;Never;Yes;140;2913;68;
Dijkstra;17;Random;Euclidean;Never;Yes;141;2913;68;
Dijkstra;17;Random;Octile;Never;Yes;139;2913;68;
Dijkstra;17;Random;Chebyshev;Never;Yes;143;2913;68;
A* (A Star);18;Random;Manhattan;Never;Yes;25;1055;120;
A* (A Star);18;Random;Euclidean;Never;Yes;129;2658;120;
A* (A Star);18;Random;Octile;Never;Yes;105;2324;120;
A* (A Star);18;Random;Chebyshev;Never;Yes;193;3305;120;
Best First Search;18;Random;Manhattan;Never;Yes;2;293;138;
Best First Search;18;Random;Euclidean;Never;Yes;2;286;130;
Best First Search;18;Random;Octile;Never;Yes;2;271;130;
Best First Search;18;Random;Chebyshev;Never;Yes;2;254;128;
IDA* (IDA Star);18;Random;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);18;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);18;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);18;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;18;Random;Manhattan;Never;Yes;674;6377;120;
Dijkstra;18;Random;Euclidean;Never;Yes;671;6377;120;
Dijkstra;18;Random;Octile;Never;Yes;672;6377;120;
Dijkstra;18;Random;Chebyshev;Never;Yes;669;6377;120;
A* (A Star);19;Random;Manhattan;Never;Yes;1;174;38;
A* (A Star);19;Random;Euclidean;Never;Yes;1;253;38;
A* (A Star);19;Random;Octile;Never;Yes;1;231;38;
A* (A Star);19;Random;Chebyshev;Never;Yes;2;304;38;
Best First Search;19;Random;Manhattan;Never;Yes;0;100;44;
Best First Search;19;Random;Euclidean;Never;Yes;0;74;40;
Best First Search;19;Random;Octile;Never;Yes;0;74;40;
Best First Search;19;Random;Chebyshev;Never;Yes;0;80;40;
IDA* (IDA Star);19;Random;Manhattan;Never;Yes;44;0;40;
IDA* (IDA Star);19;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);19;Random;Octile;Never;Yes;3910;0;40;
IDA* (IDA Star);19;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;19;Random;Manhattan;Never;Yes;30;1274;38;
Dijkstra;19;Random;Euclidean;Never;Yes;29;1274;38;
Dijkstra;19;Random;Octile;Never;Yes;29;1274;38;
Dijkstra;19;Random;Chebyshev;Never;Yes;29;1274;38;
A* (A Star);20;Random;Manhattan;Never;Yes;0;159;37;
A* (A Star);20;Random;Euclidean;Never;Yes;3;288;37;
A* (A Star);20;Random;Octile;Never;Yes;2;273;37;
A* (A Star);20;Random;Chebyshev;Never;Yes;2;340;37;
Best First Search;20;Random;Manhattan;Never;Yes;0;92;47;
Best First Search;20;Random;Euclidean;Never;Yes;0;85;43;
Best First Search;20;Random;Octile;Never;Yes;0;83;37;
Best First Search;20;Random;Chebyshev;Never;Yes;0;85;41;
IDA* (IDA Star);20;Random;Manhattan;Never;Yes;5;0;41;
IDA* (IDA Star);20;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);20;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);20;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;20;Random;Manhattan;Never;Yes;16;921;37;
Dijkstra;20;Random;Euclidean;Never;Yes;15;921;37;
Dijkstra;20;Random;Octile;Never;Yes;16;921;37;
Dijkstra;20;Random;Chebyshev;Never;Yes;16;921;37;
A* (A Star);21;Random;Manhattan;Never;Yes;102;2339;148;
A* (A Star);21;Random;Euclidean;Never;Yes;282;4057;148;
A* (A Star);21;Random;Octile;Never;Yes;273;3797;148;
A* (A Star);21;Random;Chebyshev;Never;Yes;321;4361;148;
Best First Search;21;Random;Manhattan;Never;Yes;9;652;204;
Best First Search;21;Random;Euclidean;Never;Yes;6;504;192;
Best First Search;21;Random;Octile;Never;Yes;6;511;194;
Best First Search;21;Random;Chebyshev;Never;Yes;3;345;164;
IDA* (IDA Star);21;Random;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);21;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);21;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);21;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;21;Random;Manhattan;Never;Yes;719;6595;148;
Dijkstra;21;Random;Euclidean;Never;Yes;715;6595;148;
Dijkstra;21;Random;Octile;Never;Yes;718;6595;148;
Dijkstra;21;Random;Chebyshev;Never;Yes;715;6595;148;
A* (A Star);22;Random;Manhattan;Never;Yes;42;1408;126;
A* (A Star);22;Random;Euclidean;Never;Yes;107;2355;126;
A* (A Star);22;Random;Octile;Never;Yes;82;2053;126;
A* (A Star);22;Random;Chebyshev;Never;Yes;130;2626;126;
Best First Search;22;Random;Manhattan;Never;Yes;3;364;166;
Best First Search;22;Random;Euclidean;Never;Yes;2;297;142;
Best First Search;22;Random;Octile;Never;Yes;2;294;142;
Best First Search;22;Random;Chebyshev;Never;Yes;2;285;136;
IDA* (IDA Star);22;Random;Manhattan;Never;No;5001;0;-1;
IDA* (IDA Star);22;Random;Euclidean;Never;No;5001;0;-1;
IDA* (IDA Star);22;Random;Octile;Never;No;5001;0;-1;
IDA* (IDA Star);22;Random;Chebyshev;Never;No;5001;0;-1;
Dijkstra;22;Random;Manhattan;Never;Yes;475;5432;126;
Dijkstra;22;Random;Euclidean;Never;Yes;478;5432;126;
Dijkstra;22;Random;Octile;Never;Yes;478;5432;126;
Dijkstra;22;Random;Chebyshev;Never;Yes;479;5432;126;
A* (A Star);23;Random;Manhattan;Never;Yes;39;1255;116;
A* (A Star);23;Random;Euclidean;Never;Yes;112;2471;116;
A* (A Star);23;Random;Octile;Never;Yes;99;2302;116;
