Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Best First Search;5;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;101;42,8700576850888;
Best First Search;5;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;101;42,8700576850888;
Best First Search;5;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;101;42,8700576850888;
Best First Search;5;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;95;41,2132034355964;
IDA* (IDA Star);5;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;41,2132034355964;
IDA* (IDA Star);5;WithPattern;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);5;WithPattern;Octile;IfAtMostOneObstacle;Yes;1221;0;41,2132034355964;
IDA* (IDA Star);5;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;5;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;179;2467;41,2132034355964;
Dijkstra;5;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;182;2467;41,2132034355964;
Dijkstra;5;WithPattern;Octile;IfAtMostOneObstacle;Yes;182;2467;41,2132034355964;
Dijkstra;5;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;181;2467;41,2132034355964;
A* (A Star);6;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;95;35,556349186104;
A* (A Star);6;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;216;34,7279220613579;
A* (A Star);6;WithPattern;Octile;IfAtMostOneObstacle;Yes;2;193;34,7279220613579;
A* (A Star);6;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;2;243;34,7279220613579;
Best First Search;6;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;94;38,0416305603426;
Best First Search;6;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;94;38,0416305603426;
Best First Search;6;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;94;38,0416305603426;
Best First Search;6;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;81;34,7279220613579;
IDA* (IDA Star);6;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;36,6274169979695;
IDA* (IDA Star);6;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;3278;0;34,7279220613579;
IDA* (IDA Star);6;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;0;34,7279220613579;
IDA* (IDA Star);6;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;6;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;104;1808;34,7279220613579;
Dijkstra;6;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;104;1808;34,7279220613579;
Dijkstra;6;WithPattern;Octile;IfAtMostOneObstacle;Yes;106;1808;34,7279220613579;
Dijkstra;6;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;103;1808;34,7279220613579;
A* (A Star);7;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;95;35,556349186104;
A* (A Star);7;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;216;34,7279220613579;
A* (A Star);7;WithPattern;Octile;IfAtMostOneObstacle;Yes;1;193;34,7279220613579;
A* (A Star);7;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;2;243;34,7279220613579;
Best First Search;7;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;94;38,0416305603426;
Best First Search;7;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;94;38,0416305603426;
Best First Search;7;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;94;38,0416305603426;
Best First Search;7;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;0;81;34,7279220613579;
IDA* (IDA Star);7;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;36,6274169979695;
IDA* (IDA Star);7;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;3272;0;34,7279220613579;
IDA* (IDA Star);7;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;0;34,7279220613579;
IDA* (IDA Star);7;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;7;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;105;1808;34,7279220613579;
Dijkstra;7;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;102;1808;34,7279220613579;
Dijkstra;7;WithPattern;Octile;IfAtMostOneObstacle;Yes;106;1808;34,7279220613579;
Dijkstra;7;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;102;1808;34,7279220613579;
A* (A Star);8;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;5;303;84,7106781186547;
A* (A Star);8;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;63;1352;84,7106781186547;
A* (A Star);8;WithPattern;Octile;IfAtMostOneObstacle;Yes;44;1111;84,7106781186547;
A* (A Star);8;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;126;1955;84,7106781186547;
Best First Search;8;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1;220;84,7106781186547;
Best First Search;8;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;1;224;88,0243866176394;
Best First Search;8;WithPattern;Octile;IfAtMostOneObstacle;Yes;1;224;88,0243866176394;
Best First Search;8;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;1;228;90,811183182043;
